re78,is_treat,age,educ,black,hisp,married,nodegr,re74,re75
25600,no,31,10,no,no,yes,yes,25900,25200
25600,no,25,15,no,no,yes,no,11300,11500
16600,no,31,12,yes,no,yes,no,21200,14100
6970,no,33,13,yes,no,yes,no,15800,5310
0,no,33,16,yes,no,yes,no,13600,2950
3050,no,30,12,yes,no,yes,no,396,0
13000,no,37,9,yes,no,yes,yes,23100,25000
15400,no,36,13,no,no,yes,no,1950,10500
0,no,19,11,yes,no,yes,yes,92.1,4510
24100,no,30,12,no,no,yes,no,19200,20100
25600,no,49,12,no,no,yes,no,25900,25200
9310,no,53,18,no,no,yes,no,25900,25200
25600,no,37,17,no,no,yes,no,25900,25200
25600,no,47,13,no,no,no,no,25900,25200
0,no,33,16,no,no,no,no,0,0
0,no,35,14,no,no,yes,no,3730,3180
24000,no,50,14,no,yes,yes,no,19500,22100
5060,no,26,16,no,no,yes,no,6180,0
4060,no,24,12,no,no,no,no,17400,6710
22100,no,39,7,no,yes,no,yes,23100,18300
4030,no,31,3,no,yes,yes,yes,20300,19000
25600,no,42,17,no,no,yes,no,25900,25200
19200,no,22,12,yes,no,yes,no,13600,19200
0,no,39,9,no,no,yes,yes,25900,24400
12600,no,17,11,no,no,no,yes,0,722
17500,no,36,12,no,yes,yes,no,12700,18300
0,no,44,12,no,no,yes,no,25900,25200
0,no,32,14,no,no,yes,no,25500,25200
25600,no,29,16,no,no,yes,no,17900,16200
25600,no,20,12,no,no,yes,no,4410,0
25000,no,46,12,no,no,yes,no,25900,25200
13100,no,25,13,no,no,yes,no,3310,3520
25600,no,28,14,no,no,no,no,25900,25200
2370,no,23,12,no,no,yes,no,16200,19700
0,no,43,15,no,no,yes,no,0,0
25600,no,24,12,no,no,yes,no,13900,15300
0,no,32,14,no,yes,yes,no,0,0
25600,no,52,15,no,no,yes,no,25900,25200
25600,no,25,13,no,no,yes,no,14600,25200
23100,no,43,12,no,no,yes,no,13900,25200
25600,no,37,15,no,no,yes,no,25900,25200
9070,no,19,13,yes,no,no,no,1710,786
19300,no,40,10,yes,no,yes,yes,22300,19500
0,no,17,5,yes,no,no,yes,96,868
3410,no,19,11,no,no,no,yes,541,0
0,no,20,12,no,no,no,no,9400,11800
0,no,34,12,no,no,yes,no,0,0
20100,no,30,8,no,no,no,yes,19800,19500
25600,no,21,14,no,no,no,no,5940,0
23100,no,23,15,no,no,no,no,7110,8810
12300,no,19,12,no,yes,no,no,3770,4670
238,no,45,2,yes,no,no,yes,5450,7880
142,no,18,10,yes,no,no,yes,3510,4990
3520,no,17,10,yes,no,no,yes,2580,2840
14100,no,22,12,no,no,yes,no,7290,13100
25600,no,51,18,no,no,no,no,25100,25200
14700,no,22,15,no,no,yes,no,25900,24500
14000,no,23,11,no,no,yes,yes,12100,16200
15900,no,42,12,no,no,yes,no,0,6350
13900,no,16,9,no,no,no,yes,0,1140
19800,no,47,12,no,no,yes,no,18900,18400
22600,no,41,11,no,no,yes,yes,0,14200
0,no,30,16,no,no,yes,no,25900,25200
3510,no,16,10,no,no,no,yes,0,0
15400,no,36,10,no,no,yes,yes,25900,25200
13300,no,48,8,no,no,yes,yes,20100,20200
0,no,49,12,no,no,yes,no,17900,17200
25600,no,31,12,no,no,yes,no,23300,25200
25600,no,21,12,no,yes,yes,no,1380,2950
18400,no,28,8,no,yes,yes,yes,20900,25200
18600,no,26,12,no,no,no,no,25100,25200
15600,no,21,12,no,no,no,no,10900,19100
25600,no,52,16,no,no,yes,no,25900,25200
23600,no,43,12,no,no,yes,no,11900,14900
25400,no,25,13,no,no,no,no,14900,20500
25600,no,43,16,no,no,yes,no,25300,13400
25600,no,25,9,no,no,yes,yes,25900,25200
25600,no,42,12,no,no,yes,no,25900,25200
2760,no,16,10,no,no,no,yes,1710,1880
14100,no,46,7,yes,no,yes,yes,16600,15500
2960,no,52,7,yes,no,no,yes,6800,4260
15700,no,28,9,no,no,yes,yes,13800,10300
22600,no,47,7,no,no,yes,yes,22800,21400
25600,no,32,12,no,no,yes,no,25900,25200
25600,no,25,15,no,no,yes,no,22100,23500
25600,no,47,12,no,no,yes,no,25900,25200
13300,no,47,12,no,no,yes,no,20000,21000
20800,no,36,11,no,no,yes,yes,21200,21100
11400,no,17,11,no,no,no,yes,0,936
0,no,33,12,no,no,no,no,10700,11900
19800,no,27,17,yes,no,no,no,5960,351
25600,no,41,11,yes,no,no,yes,25900,25200
18000,no,47,11,yes,no,yes,yes,15500,9970
23100,no,27,12,yes,no,no,no,14900,12000
0,no,48,9,no,no,no,yes,0,0
20900,no,43,12,no,no,yes,no,16800,16400
23800,no,44,12,no,no,yes,no,20500,21000
20100,no,23,12,no,no,no,no,5370,10600
18200,no,18,11,no,no,no,yes,3890,3980
9510,no,29,18,no,no,yes,no,16000,15200
0,no,32,15,no,no,yes,no,0,0
0,no,38,13,no,no,yes,no,0,0
3500,no,45,6,no,yes,yes,yes,5210,8350
25600,no,46,12,no,no,yes,no,15500,19500
13000,no,25,12,no,yes,yes,no,11700,12700
25600,no,23,16,no,no,no,no,0,4820
539,no,20,12,no,no,no,no,0,0
13300,no,29,12,no,no,yes,no,14300,14300
11200,no,29,14,no,yes,no,no,14700,13300
15600,no,26,12,no,yes,no,no,22300,1850
0,no,51,4,no,no,no,yes,5780,1510
22600,no,33,9,no,yes,yes,yes,19000,18500
18200,no,34,5,no,yes,yes,yes,15500,16200
21400,no,43,7,no,yes,yes,yes,13800,14000
18400,no,26,10,no,yes,yes,yes,15900,17600
15700,no,41,6,no,yes,yes,yes,12400,14200
13100,no,38,12,no,no,yes,no,20400,20400
18500,no,32,12,no,yes,yes,no,20200,17700
13500,no,28,16,no,no,no,no,1260,5470
12200,no,27,16,no,yes,no,no,0,5370
25600,no,52,12,no,no,yes,no,25900,25200
25600,no,36,12,no,no,yes,no,25900,25200
25600,no,31,12,no,no,yes,no,25900,25200
23900,no,51,12,no,no,yes,no,20300,20700
9160,no,17,10,no,no,no,yes,1100,725
12200,no,18,12,no,no,no,no,2700,6790
9710,no,17,11,no,no,no,yes,0,4040
21300,no,28,16,no,yes,yes,no,17900,19400
12200,no,22,12,no,no,no,no,6260,5940
4320,no,47,14,no,no,yes,no,19700,18400
0,no,40,12,no,no,yes,no,19800,16400
16500,no,53,12,no,no,yes,no,25900,0
23000,no,23,15,no,no,no,no,0,602
0,no,21,14,no,no,no,no,2960,2300
15300,no,47,12,no,no,yes,no,14300,14300
0,no,30,18,no,no,yes,no,0,0
18900,no,20,12,no,no,no,no,14600,15500
0,no,35,12,no,no,yes,no,0,0
15300,no,33,10,no,no,yes,yes,25900,17300
15400,no,52,16,no,no,yes,no,16500,5410
20900,no,45,11,no,no,yes,yes,25100,25200
21500,no,38,8,no,no,yes,yes,24900,20200
8300,no,17,10,no,no,no,yes,0,32.2
0,no,16,6,yes,no,no,yes,0,44.8
17500,no,32,12,no,no,yes,no,25900,18400
0,no,33,12,no,no,yes,no,0,0
5210,no,18,11,no,no,no,yes,1150,1910
6490,no,16,9,no,no,no,yes,0,0
25600,no,31,16,no,no,yes,no,25900,19500
25600,no,33,18,no,no,no,no,1980,935
25600,no,45,12,no,no,yes,no,25900,20600
17500,no,23,13,no,no,no,no,11700,22500
25600,no,27,13,no,no,no,no,3920,11300
18800,no,27,12,no,no,yes,no,21400,15700
24400,no,29,12,no,no,yes,no,21100,25200
3520,no,36,8,no,no,yes,yes,18200,14100
25600,no,29,12,no,no,yes,no,25900,25200
2710,no,29,11,no,no,yes,yes,14800,16900
5100,no,31,12,no,no,no,no,11900,6720
25600,no,26,16,no,no,yes,no,20000,21200
17800,no,38,12,no,no,yes,no,18300,17600
3730,no,16,9,no,no,no,yes,0,0
14400,no,27,16,no,no,no,no,19300,4350
25600,no,38,16,no,no,yes,no,25900,25200
7410,no,42,8,yes,no,yes,yes,4260,6970
8440,no,19,12,yes,no,no,no,737,44.8
25600,no,27,12,no,no,yes,no,24100,20500
0,no,55,12,no,no,yes,no,0,0
25600,no,28,12,no,no,yes,no,25700,24900
5910,no,21,15,no,no,no,no,0,1410
0,no,54,6,yes,no,no,yes,0,0
2260,no,32,6,no,yes,yes,yes,1290,3660
3240,no,23,6,no,yes,yes,yes,5100,5840
1030,no,29,0,no,yes,no,yes,0,0
5920,no,17,9,no,yes,yes,yes,541,2230
6850,no,16,10,no,yes,yes,yes,0,886
12100,no,28,12,yes,no,yes,no,11900,11500
0,no,39,12,no,no,yes,no,0,0
17400,no,50,8,no,no,yes,yes,21000,18900
25600,no,38,14,no,no,yes,no,25200,23400
8610,no,26,9,no,no,no,yes,6200,10100
0,no,49,7,no,no,no,yes,3700,11300
12100,no,30,12,yes,no,no,no,7570,7780
6530,no,32,15,no,no,no,no,7530,3850
0,no,53,13,no,no,yes,no,0,0
25600,no,36,12,no,no,yes,no,25900,25200
0,no,24,16,no,no,yes,no,629,0
25600,no,24,13,no,no,yes,no,25900,25200
734,no,40,14,no,no,yes,no,25900,3740
1390,no,40,16,no,no,yes,no,0,1940
25600,no,28,12,no,no,yes,no,25900,11100
0,no,35,18,no,no,yes,no,25900,3890
23100,no,33,11,no,no,yes,yes,25900,25200
5530,no,26,16,no,no,yes,no,6030,0
25600,no,25,16,no,no,yes,no,0,0
13800,no,26,12,no,no,yes,no,14300,24300
25600,no,32,17,no,no,yes,no,25900,25200
25600,no,27,16,no,no,yes,no,11300,18900
25600,no,27,18,no,no,yes,no,2440,0
25600,no,31,11,no,no,yes,yes,24700,23500
8200,no,25,12,no,no,no,no,9500,11500
23900,no,28,12,no,no,yes,no,21000,20400
25600,no,53,12,no,no,yes,no,25900,25200
25600,no,54,1,no,no,yes,yes,25400,25200
24600,no,33,10,no,no,yes,yes,25900,25200
11800,no,36,12,no,no,yes,no,22100,2870
1860,no,16,9,no,no,no,yes,0,0
18500,no,54,8,no,no,yes,yes,10100,9630
4210,no,18,12,no,no,no,no,227,1440
24500,no,24,12,no,no,yes,no,25900,25200
19800,no,32,12,no,no,yes,no,5320,0
0,no,47,12,no,no,yes,no,0,4970
0,no,46,7,no,no,no,yes,1080,245
9280,no,42,6,no,no,yes,yes,4640,7040
17500,no,21,12,no,no,yes,no,13300,15100
12000,no,22,12,no,no,no,no,402,3580
8840,no,27,10,no,no,yes,yes,12100,10600
25600,no,42,6,no,no,yes,yes,17700,13500
23100,no,37,15,no,no,yes,no,18200,16900
25600,no,36,12,no,no,yes,no,25900,18300
0,no,20,12,no,no,no,no,0,0
12700,no,30,12,no,no,yes,no,19000,19600
0,no,52,2,no,no,yes,yes,16000,9180
17300,no,24,16,no,no,no,no,17100,15400
4640,no,23,11,no,no,yes,yes,4160,1600
0,no,27,12,no,no,yes,no,0,0
13200,no,26,12,no,no,yes,no,8540,12200
25600,no,43,12,no,no,yes,no,25900,25200
0,no,16,11,no,no,no,yes,0,476
25600,no,40,12,no,no,yes,no,23500,16500
15500,no,45,12,no,no,yes,no,25900,25200
2370,no,32,12,no,no,yes,no,0,25200
2790,no,55,3,no,no,yes,yes,0,0
1860,no,27,8,no,no,yes,yes,2260,1150
17600,no,39,12,no,no,yes,no,25900,24000
22000,no,22,12,no,no,yes,no,16900,19300
20800,no,30,10,no,no,yes,yes,23100,24000
9600,no,43,3,no,no,yes,yes,17600,12900
1430,no,19,8,no,no,yes,yes,2430,13700
0,no,52,9,no,no,yes,yes,13800,13700
17000,no,28,12,no,no,yes,no,14000,13600
6450,no,21,13,no,no,no,no,4390,4040
0,no,39,16,no,yes,yes,no,0,0
16900,no,22,10,no,no,yes,yes,823,3810
0,no,54,12,no,no,yes,no,1060,2920
18000,no,53,8,no,no,yes,yes,18600,14800
22000,no,32,11,no,no,yes,yes,16400,14900
25600,no,40,8,no,no,yes,yes,11700,13900
25600,no,54,13,no,no,yes,no,22900,22600
3550,no,22,8,no,no,yes,yes,8080,1170
24700,no,38,8,no,no,yes,yes,24000,0
15400,no,31,12,no,no,yes,no,0,0
9760,no,23,12,yes,no,no,no,9200,10500
10800,no,38,12,no,no,yes,no,13400,7220
0,no,39,12,no,no,yes,no,4960,15000
0,no,34,15,no,no,yes,no,0,0
25600,no,50,6,no,no,yes,yes,25900,25200
25200,no,20,12,no,no,no,no,8020,13400
25600,no,41,13,no,no,yes,no,25900,25200
25600,no,40,12,no,no,yes,no,25900,25200
25600,no,44,7,no,no,yes,yes,24600,25200
0,no,34,12,no,no,yes,no,5210,5870
21100,no,27,13,no,no,yes,no,23900,20000
22200,no,42,7,no,no,yes,yes,19000,17400
19400,no,35,12,no,no,yes,no,20000,15700
25600,no,42,12,no,no,yes,no,13900,14400
19400,no,39,12,no,no,yes,no,16900,13900
12800,no,30,14,yes,no,yes,no,10300,9550
25600,no,52,11,no,no,yes,yes,25100,25200
10400,no,25,16,no,no,no,no,4720,12900
0,no,25,14,no,no,yes,no,0,118
17600,no,51,12,no,no,yes,no,13200,17900
25600,no,38,13,no,no,no,no,21300,23200
21300,no,24,16,no,no,yes,no,25800,20700
14800,no,39,18,no,no,yes,no,25900,25200
3350,no,43,7,no,no,no,yes,8660,7970
15400,no,27,11,yes,no,yes,yes,22000,10300
0,no,55,4,no,no,yes,yes,3900,25200
13900,no,29,12,no,no,yes,no,16800,14000
21100,no,42,12,no,no,yes,no,18900,23300
25600,no,28,12,no,no,yes,no,19400,24900
25600,no,34,17,no,no,yes,no,25900,25200
25600,no,50,12,no,no,yes,no,25900,23600
13200,no,22,12,no,no,yes,no,20100,13500
20800,no,35,12,no,no,yes,no,17500,15300
25100,no,47,12,no,no,yes,no,25900,25200
25600,no,50,12,no,no,yes,no,15900,2870
14400,no,44,11,no,no,yes,yes,7840,12200
0,no,54,7,no,no,yes,yes,21600,25200
0,no,52,12,no,no,yes,no,17400,17800
5320,no,20,9,no,no,yes,yes,3300,3120
0,no,20,12,no,no,yes,no,7590,10300
15600,no,25,12,no,yes,yes,no,13000,15000
20900,no,24,11,yes,no,yes,yes,4940,6410
0,no,43,16,no,yes,yes,no,4770,0
6280,no,29,10,yes,no,yes,yes,9280,11300
8090,no,20,12,yes,no,yes,no,5350,8480
21900,no,45,12,no,no,yes,no,25900,25200
9900,no,18,11,no,no,no,yes,0,460
8810,no,40,12,no,no,yes,no,10400,9360
11700,no,17,10,no,no,no,yes,1770,5470
15200,no,48,4,no,no,yes,yes,18900,17300
2400,no,20,10,no,no,yes,yes,4630,2330
25600,no,32,12,no,no,no,no,21400,20300
12100,no,34,8,no,no,no,yes,10100,7650
21300,no,54,7,yes,no,yes,yes,17700,23900
18200,no,48,0,yes,no,yes,yes,16700,13800
19100,no,28,9,no,no,yes,yes,16000,14300
25600,no,34,16,no,no,yes,no,25900,25200
3380,no,20,11,yes,no,no,yes,2360,3040
4520,no,17,8,yes,no,no,yes,0,0
24300,no,29,12,no,no,yes,no,20600,21000
22700,no,31,14,no,no,yes,no,20700,13500
25600,no,34,16,no,no,yes,no,25900,25200
0,no,41,3,yes,no,yes,yes,3030,4850
19200,no,49,4,no,no,yes,yes,22300,15900
0,no,46,8,no,no,yes,yes,0,0
12600,no,32,9,no,no,yes,yes,15100,18800
5930,no,31,12,no,no,yes,no,4040,6700
20600,no,26,11,no,no,yes,yes,18100,18500
17000,no,49,10,no,no,yes,yes,16200,14800
25600,no,34,12,no,no,yes,no,22900,24800
14800,no,31,7,no,no,yes,yes,14500,10800
23800,no,30,12,yes,no,yes,no,17300,15200
2880,no,16,10,yes,no,no,yes,0,0
6800,no,25,12,yes,no,yes,no,21700,14000
10800,no,22,11,no,no,yes,yes,8120,1970
14900,no,21,13,no,no,yes,no,5120,8730
3290,no,25,10,no,no,yes,yes,11700,12600
24100,no,32,12,yes,no,yes,no,25500,20500
5750,no,39,9,no,no,no,yes,11200,537
14400,no,38,7,no,no,yes,yes,10000,3500
25600,no,37,16,no,no,yes,no,25900,25200
12800,no,31,12,no,no,yes,no,0,8460
11100,no,35,10,no,no,yes,yes,6510,2130
2370,no,46,3,no,no,yes,yes,1300,3770
7290,no,24,14,no,no,yes,no,4950,4270
20300,no,24,12,no,no,yes,no,17500,16800
18800,no,29,12,no,no,yes,no,18000,16000
25600,no,42,12,no,no,yes,no,25900,25200
12200,no,18,11,no,no,no,yes,517,1640
23900,no,46,12,no,no,yes,no,25900,18100
25100,no,38,12,no,no,no,no,25900,25200
19800,no,47,9,no,no,yes,yes,21700,19600
18700,no,53,7,no,no,yes,yes,20800,18500
22400,no,30,16,no,no,no,no,15500,14400
25600,no,45,12,no,no,yes,no,25900,25200
14100,no,20,12,no,no,no,no,9420,10700
25600,no,31,12,no,no,yes,no,25900,25200
19900,no,30,12,no,no,yes,no,18600,17400
0,no,25,17,no,no,yes,no,10500,17800
0,no,20,13,no,no,no,no,0,2350
25600,no,23,17,no,no,no,no,0,2210
13200,no,28,16,no,no,no,no,9970,10900
8010,no,21,12,no,no,yes,no,19700,25000
0,no,31,12,no,no,yes,no,0,2480
25600,no,24,12,no,no,yes,no,25900,25200
0,no,45,12,no,no,yes,no,0,0
18000,no,24,12,no,no,no,no,11400,14300
1700,no,22,14,no,no,no,no,8880,2800
23200,no,25,9,no,yes,yes,yes,17800,17800
25600,no,27,12,no,no,yes,no,24200,23600
0,no,34,16,yes,no,yes,no,23200,24700
25600,no,45,18,yes,no,yes,no,25900,25200
16000,no,51,12,no,no,yes,no,14400,15300
11100,no,26,16,no,no,yes,no,16600,16100
2740,no,45,12,no,yes,yes,no,20500,19800
25600,no,42,16,no,yes,yes,no,15400,10800
25600,no,50,7,no,no,yes,yes,25900,25200
21200,no,43,12,no,no,yes,no,21400,19600
25600,no,47,16,no,no,yes,no,25900,25200
15400,no,31,12,no,no,yes,no,17100,14700
10100,no,27,14,yes,no,no,no,0,0
0,no,51,10,yes,no,yes,yes,15100,16700
19400,no,54,15,no,no,yes,no,9840,11500
25600,no,50,12,no,no,yes,no,23400,25100
0,no,21,9,no,no,no,yes,5440,12500
0,no,26,14,no,no,yes,no,155,0
25300,no,37,12,no,no,yes,no,11900,17400
11100,no,23,10,no,no,yes,yes,21300,12200
25600,no,53,9,no,no,yes,yes,25900,25200
0,no,19,10,no,no,no,yes,31.3,1070
25600,no,50,12,no,no,yes,no,25900,20300
7430,no,30,8,no,yes,yes,yes,12600,12800
22000,no,29,9,no,no,yes,yes,9870,19100
21200,no,46,9,no,no,no,yes,5850,2260
0,no,49,12,no,no,yes,no,0,0
25600,no,19,13,no,no,yes,no,0,5630
25600,no,24,18,no,no,no,no,0,9460
25600,no,29,18,yes,no,no,no,0,25200
11300,no,26,12,no,no,yes,no,11200,13400
23800,no,48,7,no,no,yes,yes,25900,25200
0,no,36,12,no,no,yes,no,17400,15600
0,no,43,13,no,no,yes,no,494,0
25600,no,42,12,no,no,yes,no,25900,25200
20900,no,29,16,no,no,yes,no,12900,2500
12200,no,25,12,yes,no,yes,no,5630,4600
15600,no,40,12,yes,no,no,no,17100,15400
4040,no,16,9,yes,no,no,yes,0,0
12000,no,31,7,no,no,yes,yes,6340,10000
6520,no,24,11,yes,no,yes,yes,16300,3550
20800,no,24,13,yes,no,yes,no,15700,15400
7280,no,19,11,no,no,no,yes,1760,1260
20600,no,26,14,yes,no,yes,no,18600,17900
10800,no,19,11,yes,no,no,yes,1380,5500
19700,no,43,12,no,no,yes,no,19300,18000
16300,no,19,13,no,no,no,no,4350,9060
5390,no,18,12,no,no,no,no,2840,2370
25400,no,31,17,no,no,yes,no,20100,20200
25600,no,43,5,no,no,yes,yes,25900,25200
0,no,23,12,no,no,yes,no,13800,11800
8520,no,22,12,yes,no,yes,no,10300,10300
649,no,37,8,yes,no,no,yes,0,0
9970,no,55,7,no,no,no,yes,13100,9400
0,no,31,11,yes,no,yes,yes,6610,0
20400,no,41,11,no,no,yes,yes,9720,7680
17800,no,26,12,no,no,yes,no,16600,11600
25600,no,49,10,no,no,yes,yes,19300,17600
25600,no,44,12,no,no,yes,no,21700,21300
17400,no,31,12,no,no,no,no,16900,16000
18200,no,53,7,no,no,yes,yes,23300,22800
0,no,31,12,no,no,no,no,0,0
278,no,31,13,no,no,no,no,1400,57.3
12000,no,37,7,no,no,yes,yes,17700,9850
22300,no,55,16,no,no,yes,no,25900,25200
65,no,18,8,no,no,no,yes,1140,0
16600,no,22,12,no,no,yes,no,9790,19500
19200,no,53,12,no,no,yes,no,15500,19300
0,no,45,8,no,no,yes,yes,13500,12500
9220,no,55,14,no,no,yes,no,13500,10300
4070,no,48,9,no,no,yes,yes,13000,7810
15800,no,26,13,no,no,yes,no,15600,13200
0,no,43,8,no,no,yes,yes,0,0
690,no,19,9,no,no,no,yes,2000,5820
6910,no,18,8,no,no,no,yes,582,1460
23600,no,31,9,no,no,yes,yes,21000,16600
164,no,21,12,no,no,yes,no,7800,5520
13900,no,28,12,no,no,yes,no,13300,13300
6280,no,22,14,no,no,yes,no,7310,12100
25600,no,23,14,no,no,yes,no,14300,6910
0,no,28,17,no,yes,no,no,0,0
13500,no,36,7,no,yes,yes,yes,12500,12100
10900,no,29,7,no,yes,no,yes,12600,11600
4170,no,16,10,no,yes,no,yes,0,956
19400,no,26,13,no,no,yes,no,14300,17600
21000,no,52,12,no,no,yes,no,10900,25200
0,no,28,9,no,no,yes,yes,0,0
15400,no,19,12,no,no,yes,no,6850,18700
11800,no,25,16,no,no,yes,no,10700,10300
0,no,18,12,no,no,no,no,2210,8290
0,no,42,16,no,no,yes,no,0,0
22700,no,32,12,no,no,yes,no,15600,17000
13200,no,24,12,no,no,yes,no,12500,13400
19600,no,36,12,no,no,yes,no,19300,19600
1640,no,53,7,no,no,yes,yes,4510,1210
25600,no,36,12,no,no,yes,no,25900,25200
0,no,48,14,no,no,yes,no,0,0
24600,no,33,13,no,no,yes,no,9840,14200
19000,no,39,12,no,no,yes,no,18200,18200
25600,no,29,12,no,no,yes,no,25900,25200
24800,no,27,16,no,no,yes,no,21600,21400
22600,no,26,12,no,no,yes,no,8950,5610
19800,no,48,6,no,no,yes,yes,15800,13900
22400,no,21,12,no,no,no,no,7050,20600
11900,no,55,12,no,no,yes,no,5510,16700
15900,no,28,11,no,no,yes,yes,4560,0
25600,no,52,12,no,no,yes,no,25900,25200
13400,no,18,12,no,no,no,no,21.6,4840
11500,no,22,9,no,yes,yes,yes,11100,7900
13200,no,25,12,yes,no,yes,no,15000,13800
15000,no,19,6,yes,no,no,yes,1960,0
16700,no,39,12,no,no,no,no,18000,17000
3650,no,52,5,yes,no,yes,yes,3480,3650
25600,no,43,12,no,no,yes,no,25900,19800
380,no,25,12,no,yes,yes,no,8750,4760
25600,no,36,13,no,no,yes,no,21900,25200
23800,no,24,13,no,no,yes,no,20300,12000
0,no,53,4,no,no,yes,yes,14400,13000
25600,no,32,16,no,no,no,no,25900,25200
8860,no,46,2,no,yes,yes,yes,8470,8630
6920,no,17,10,no,yes,no,yes,0,1450
23900,no,30,15,no,no,yes,no,7980,8150
9280,no,44,13,no,no,yes,no,10100,11000
0,no,48,9,no,yes,yes,yes,0,286
19900,no,27,13,no,no,yes,no,12000,12200
3830,no,53,12,no,no,yes,no,10600,9670
1440,no,48,10,no,no,yes,yes,4820,6360
25600,no,26,12,no,no,yes,no,25900,16000
25600,no,37,12,yes,no,yes,no,20500,19700
13800,no,21,8,no,no,yes,yes,6800,3570
0,no,23,8,no,no,yes,yes,33.3,167
2940,no,30,12,no,no,yes,no,8210,3810
10900,no,28,13,no,no,yes,no,6660,15600
6700,no,22,11,no,no,no,yes,2040,915
17400,no,40,9,no,no,yes,yes,14900,14900
23400,no,29,16,no,no,yes,no,4880,12800
17600,no,27,12,no,no,no,no,17800,17300
15400,no,20,12,no,no,no,no,12600,13200
7860,no,19,9,no,no,yes,yes,5790,6360
15100,no,30,12,no,no,yes,no,14200,14500
8700,no,23,10,yes,no,yes,yes,7420,8440
0,no,50,12,no,no,no,no,18600,15200
13200,no,53,10,no,yes,no,yes,7880,1490
25600,no,53,16,no,no,yes,no,25900,25200
25600,no,18,12,no,no,no,no,5560,7420
4870,no,17,10,no,no,no,yes,0,4390
665,no,47,12,no,no,yes,no,14400,9540
13100,no,22,16,no,no,no,no,6130,1710
3040,no,16,10,no,no,no,yes,0,0
25600,no,26,12,no,no,yes,no,18900,18600
25600,no,28,14,no,no,yes,no,24300,24000
10600,no,19,12,no,no,no,no,257,707
12500,no,32,18,no,no,yes,no,5790,8430
5540,no,23,12,no,no,yes,no,7860,3210
25600,no,28,14,no,no,yes,no,23300,19300
25500,no,50,2,no,no,no,yes,0,2830
25600,no,38,10,no,no,yes,yes,25900,25200
25600,no,27,12,no,no,yes,no,19100,25200
25600,no,46,9,no,yes,yes,yes,20000,22800
0,no,21,12,no,yes,no,no,7150,0
23200,no,51,12,no,no,yes,no,15700,22200
14200,no,21,14,no,no,no,no,10500,1080
0,no,50,12,no,yes,yes,no,0,0
25600,no,52,12,no,no,yes,no,25900,25200
25600,no,30,17,no,no,yes,no,24300,25200
18300,no,29,14,no,no,no,no,10900,14300
1480,no,19,12,no,no,no,no,0,526
2430,no,42,11,no,yes,yes,yes,756,0
0,no,18,12,no,no,no,no,2830,3080
0,no,37,16,no,no,yes,no,0,7720
16500,no,44,13,no,no,no,no,13200,14200
7310,no,28,12,yes,no,no,no,6290,2260
10500,no,18,13,no,yes,no,no,482,2950
17300,no,26,14,no,yes,no,no,12600,22500
25600,no,29,12,no,yes,no,no,16800,16500
23700,no,48,12,no,yes,no,no,22600,22600
25600,no,39,12,no,no,no,no,23900,22900
22800,no,26,18,no,no,no,no,19300,19600
0,no,25,15,yes,no,no,no,243,0
984,no,28,17,yes,no,no,no,0,240
0,no,52,9,yes,no,yes,yes,3060,0
25600,no,44,7,no,no,yes,yes,25900,25200
25600,no,18,11,no,no,no,yes,766,272
0,no,20,12,yes,no,no,no,1800,0
17300,no,50,13,yes,no,yes,no,11200,8520
1620,no,22,12,yes,no,yes,no,15600,16000
21600,no,26,12,yes,no,yes,no,20300,21100
22300,no,45,12,no,no,yes,no,25900,25200
2010,no,20,14,no,no,no,no,0,2830
20800,no,33,14,no,no,yes,no,8820,14000
14900,no,21,12,no,no,yes,no,8790,8840
20700,no,34,14,no,no,yes,no,25900,25200
0,no,43,18,no,no,yes,no,0,0
0,no,33,13,no,yes,yes,no,0,0
0,no,49,15,no,no,yes,no,17000,25200
25600,no,29,14,no,no,no,no,25900,14400
25600,no,29,16,no,no,no,no,22700,449
25600,no,23,12,no,no,no,no,25900,25200
16900,no,51,12,no,no,no,no,25900,25200
25600,no,26,16,no,no,yes,no,25900,25200
0,no,20,12,no,yes,yes,no,4320,2570
25600,no,51,9,no,yes,yes,yes,25900,25200
25000,no,34,12,yes,no,yes,no,24400,22400
8120,no,38,12,yes,no,yes,no,18900,10300
0,no,52,8,no,no,yes,yes,0,0
25600,no,55,3,no,no,yes,yes,25900,25200
15400,no,32,13,no,no,yes,no,12600,525
12200,no,36,12,no,no,yes,no,386,0
0,no,54,13,no,no,yes,no,0,0
0,no,25,12,no,yes,yes,no,12400,12000
25600,no,53,12,no,no,yes,no,25700,24700
3880,no,22,15,no,no,no,no,1480,17.9
0,no,17,10,no,no,no,yes,310,1970
0,no,35,16,yes,no,yes,no,658,0
1050,no,17,10,yes,no,no,yes,0,0
20200,no,46,12,no,no,yes,no,25900,25200
18700,no,21,12,no,yes,yes,no,10800,12800
1770,no,18,11,no,yes,no,yes,946,209
25600,no,25,16,yes,no,no,no,21600,25200
13500,no,28,12,no,no,no,no,4160,11500
25600,no,42,12,no,no,yes,no,25900,25200
24900,no,30,14,no,no,yes,no,25900,7760
25600,no,46,14,no,no,yes,no,25900,25200
25600,no,34,15,no,no,yes,no,25900,25200
25600,no,32,18,no,no,yes,no,25900,25200
25600,no,41,12,no,no,no,no,23800,22500
11400,no,18,10,no,no,no,yes,0,5470
21000,no,23,16,no,no,no,no,7060,15000
